Data Through Date,Eligibility,Project Name,Solicitation Name,Fixed REC Price,Index REC Strike Price,Renewable Technology,Generation Type,Type of Existing,Counterparty,Developer Name,Energy Storage Power Capacity  (MWAC),Installed Energy Storage Energy Capacity (MWhAC),NYISO Zone,Interconnection Queue Number,PTID,Permit Process,Article 10 or 94C Case Number,Second Article 10 or 94C Case Number,Article 7,Federal Permitting Mechanism,ZIP Code,County/Province,State/Province,REDC,Project Status,Year of Delivery Start Date,Contract Duration,New Renewable Capacity (MW),Bid Capacity (MW),Bid Quantity (MWh),Max Annual Contract Quantity (MWh),P10 Annual OREC Exceedance,Transmission Capacity (HVDC),Georeference
10/20/2022,Tier 1,Puckett Solar,RESRFP17-1,,78.08,Solar,New,,"Puckett Solar, LLC",MN8 Energy,,,Central,775,,SEQR,,,,,13746,Chenango,NY,Southern Tier,Under Development,2022,20,19.99,19.99,33271,39925,,,POINT (-75.84875 42.23408)
10/20/2022,Tier 1,Regan Solar,RESRFP17-1,,79.18,Solar,New,,"Regan Solar, LLC",MN8 Energy,,,Capital,748,,SEQR,,,,,12068,Montgomery,NY,Mohawk Valley,Under Development,2022,20,19.99,19.99,35548,42657,,,POINT (-74.3745 42.95452)
10/20/2022,Tier 1,Rich Road Solar Energy Center,RESRFP21-1,,,Solar,New,,"Rich Road Solar Energy Center, LLC",EDF Renewables Development,20,80,Mohawk Valley,800,,ORES,,,,,13617,St Lawrence,NY,North Country,Under Development,2026,20,240,240,456221,547465,,,POINT (-75.16983 44.59994)
10/20/2022,Tier 1,Ridge View Solar Energy Center,RESRFP21-1,,,Solar,New,,"Ridge View Solar Energy Center, LLC",EDF Renewables Development,20,80,West,859,,ORES,,,,,14094,Niagara,NY,Western New York,Under Development,2025,20,350,350,665322,798386,,,POINT (-78.69511 43.16926)
10/20/2022,Tier 1,Somers Solar,RESRFP20-1,,61.45,Solar,New,,"Somers Solar, LLC",CS Energy,,,Capital,"1,015",,SEQR,,,,,12828,Washington,NY,Capital Region,Under Development,2025,20,19.99,19.99,37649,45179,,,POINT (-73.58658 43.26888)
10/20/2022,Tier 1,Stern Solar,RESRFP21-1,,,Solar,New,,"Stern Solar, LLC",CS Energy,,,Capital,"1,198",,SEQR,,,,,12154,Rensselaer,NY,Capital Region,Under Development,2025,20,19.99,19.99,41700,50040,,,POINT (-73.58644 42.89705)
10/20/2022,Tier 1,Tracy Solar Energy Center,RESRFP20-1,,60.69,Solar,New,,"Tracy Solar Energy Center, LLC",EDF Renewables Development,5,20,Mohawk Valley,774,,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00962&CaseSearch=Search,,,,13656,Jefferson,NY,North Country,Under Development,2025,20,119,119,236634,283960,,,POINT (-75.96182 44.19682)
10/20/2022,Tier 1,Trelina Solar Energy Center,RESRFP18-1,16.96,,Solar,New,,Trelina Energy Center LLC,NextEra Energy Resources,,,Central,720,,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=59765&MNO=19-F-0366,,,,13165,Seneca,NY,Finger Lakes,Under Development,2024,20,80,80,156629,187954,,,POINT (-76.8627 42.89895)
10/20/2022,Tier 1,Watkins Glen Solar Energy Center,RESRFP18-1,16.94,,Solar,New,,"Watkins Glen Solar Energy Center, LLC",NextEra Energy Resources,,,Central,617,,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-01069&CaseSearch=Search,,,,14891,Schuyler,NY,Southern Tier,Under Development,2024,20,50,50,106784,128140,,,POINT (-76.87373 42.38107)
10/20/2022,Tier 1,Yellow Barn Solar,RESRFP21-1,,,Solar,New,,"Yellow Barn Solar, LLC",CS Energy,,,Central,"1,009",,ORES,,,,,14882,Tompkins,NY,Southern Tier,Under Development,2026,20,160,160,299886,359863,,,POINT (-76.49891 42.53468)
10/20/2022,Tier 1,York Run Solar,RESRFP21-1,,,Solar,New,,"York Run Solar, LLC",CS Energy,,,West,"1,151",,ORES,,,,,14701,Chautauqua,NY,Western New York,Under Development,2025,20,90,90,174520,209424,,,POINT (-79.2378 42.09605)
10/20/2022,Non-Tier 1,Altona,1037,17.55,,Land Based Wind,,,,,,,North,,323606,,,,,,12910,Clinton,NY,North Country,Completed,2009,10,102,96.9,179316,188282,,,POINT (-73.65582 44.88942)
10/20/2022,Non-Tier 1,Bear Creek,916,19.20,,Land Based Wind,,,,,,,Central,,,,,,,,18101,Allegany,PA,Western New York,Completed,2006,4,22,,59743,68704,,,POINT (-75.47027 40.60263)
10/20/2022,Non-Tier 1,Black Oak,2554,39.95,,Land Based Wind,New,,,,,,Central,,,,,,,,14867,Tompkins,NY,Southern Tier,Cancelled,,10,12.6,11.97,40894,40894,,,POINT (-76.59918 42.35949)
10/20/2022,Non-Tier 1,Bliss,1037,14.85,,Land Based Wind,,,,,,,Genesee,,323608,,,,,,14024,Wyoming,NY,Finger Lakes,Completed,2008,10,100.5,95.5,182590,191720,,,POINT (-78.2584 42.59483)
10/20/2022,Non-Tier 1,Chateaugay Wind Farm,1037,17.75,,Land Based Wind,,,,,,,North,,,,,,,,12920,Clinton,NY,North Country,Completed,2009,10,106.5,101.2,204817,215058,,,POINT (-74.08016 44.92649)
10/20/2022,Non-Tier 1,Clinton Wind,1037,14.85,,Land Based Wind,,,,,,,North,,,,,,,,12962,Clinton,NY,North Country,Completed,2008,10,100.5,95.5,172140,180747,,,POINT (-73.56636 44.69294)
10/20/2022,Non-Tier 1,Cody Road,2554,33.00,,Land Based Wind,New,,,,,,Central,,,,,,,,13035,Madison,NY,Central New York,Cancelled,,10,10,9.5,27463,27463,,,POINT (-75.84845 42.9296)
10/20/2022,Non-Tier 1,Cohocton,1037,19.94,,Land Based Wind,,,,,,,Central,,,,,,,,14826,Steuben,NY,Southern Tier,Completed,2009,10,87.5,8.3,21247,23372,,,POINT (-77.51062 42.50697)
10/20/2022,Non-Tier 1,Cohocton*,1168,16.50,,Land Based Wind,,,,,,,Central,,,,,,,,14826,Steuben,NY,Southern Tier,Completed,2009,10,,26.3,65700,65700,,,POINT (-77.51062 42.50697)
10/20/2022,Non-Tier 1,Dutch Hill,1037,13.86,,Land Based Wind,,,,,,,Central,,,,,,,,14826,Steuben,NY,Southern Tier,Completed,2009,10,37.5,4.3,8513,8513,,,POINT (-77.51062 42.50697)
10/20/2022,Non-Tier 1,Dutch Hill*,1168,16.50,,Land Based Wind,,,,,,,Central,,323617,,,,,,14826,Steuben,NY,Southern Tier,Completed,2009,10,,11.3,28200,28200,,,POINT (-77.51062 42.50697)
10/20/2022,Non-Tier 1,Ellenburg,1037,14.85,,Land Based Wind,,,,,,,North,,,,,,,,12923,Clinton,NY,North Country,Completed,2008,10,81,77,159410,167381,,,POINT (-73.9322 44.95524)
10/20/2022,Non-Tier 1,Maple Ridge,916,22.95,,Land Based Wind,,,,,,,Mohawk Valley,,,,,,,,13367,Lewis,NY,North Country,Completed,2006,10,321,,526800,605820,,,POINT (-75.49047 43.78695)
10/20/2022,Non-Tier 1,Wethersfield,1168,15.25,,Land Based Wind,,,,,,,Genesee,,323626,,,,,,14066,Wyoming,NY,Finger Lakes,Completed,2009,10,126,119.7,314572,314572,,,POINT (-78.13413 42.64198)
10/20/2022,Tier 1,Alabama Solar Park,RESRFP20-1,,,Solar,New,,"Alabama Solar Park, LLC",EDPR,20,80,Genesee,995,,ORES,,,,,14125,Genesee,NY,Finger Lakes,Cancelled,2024,20,130,130,258508,310209,,,POINT (-78.27071 43.06599)
10/20/2022,Tier 1,Alfred Oaks Solar,RESRFP21-1,,,Solar,New,,"Alfred Oaks Solar, LLC",Northland Power,20,40,Central,"1,096",,ORES,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64954&MNO=22-00030,,,,14806,Allegany,NY,Western New York,Under Development,2025,20,100,100,183960,220752,,,POINT (-77.79301 42.16039)
10/20/2022,Tier 1,Alle-Catt Wind Farm,RESRFP17-1,,65.62,Land Based Wind,New,,Alle-Catt Wind Energy LLC,Invenergy,,,West,596,,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0282,,,,14009,Cattaraugus,NY,Western New York,Under Development,2025,20,339.78,339.78,977474,1172968,,,POINT (-78.42825 42.53383)
10/20/2022,Tier 1,Ball Hill,3084,,69.55,Land Based Wind,New,,"Ball Hill Wind Energy, LLC",Northland Power,,,West,505,,SEQR,,,,,14136,Chautauqua,NY,Western New York,Under Development,2023,20,100,100,269877,323852,,,POINT (-79.16578 42.54408)
10/20/2022,Tier 1,Baron Winds I,RESRFP17-1,,69.62,Land Based Wind,New,,Baron Winds LLC,RWE,,,Central,396,,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=15-f-0122,,,,14826,Steuben,NY,Southern Tier,Under Development,2023,20,121.8,121.8,354417,425300,,,POINT (-77.51062 42.50697)
10/20/2022,Tier 1,Baron Winds II,RESRFP17-1,,69.62,Land Based Wind,New,,Baron Winds II LLC,RWE,,,Central,396,,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=15-f-0122,,,,14826,Steuben,NY,Southern Tier,Under Development,2025,20,112.5,112.5,272706,327247,,,POINT (-77.51062 42.50697)
10/20/2022,Tier 1,Bluestone Wind,RESRFP17-1,,67.72,Land Based Wind,New,,"Bluestone Wind, LLC",Northland Power,6.2,6.2,Mohawk Valley,579,,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=16-F-0559,,,,13865,Broome,NY,Southern Tier,Under Development,2022,20,121.8,121.8,392644,471172,,,POINT (-75.64093 42.07398)
10/20/2022,Tier 1,Cider Solar Farm,RESRFP20-1,,52.4,Solar,New,,Hecate Energy Cider Solar LLC,Hecate Energy,,,West,811,,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-01108,,,,14058,Genesee,NY,Finger Lakes,Under Development,2024,20,500,500,928560,1114272,,,POINT (-78.18627 43.0822)
10/20/2022,Tier 1,Clear View Solar,RESRFP20-1,,43.23,Solar,New,,Clear View Solar LLC,Oriden Power,,,Central,"1,003",,SEQR,,,,,14808,Steuben,NY,Southern Tier,Cancelled,2025,20,20,19.99,40822,48986,,,POINT (-77.47228 42.55434)
10/20/2022,Tier 1,Coeymans Solar,3257,,75.82,Solar,New,,Hecate Energy Albany 1 LLC,Hecate Energy,,,Capital,570,,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0617,,,,12158,Albany,NY,Capital Region,Under Development,2023,20,20,20,36084,43300,,,POINT (-73.79876 42.53269)
10/20/2022,Tier 1,Eight Point Wind,3257,,70.8,Land Based Wind,New,,Eight Point Wind LLC,NextEra Energy Resources,,,Central,422,,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=16-F-0062,,,,14877,Steuben,NY,Southern Tier,Under Development,2023,20,101.2,101.2,313825,376590,,,POINT (-77.66125 42.08494)
10/20/2022,Tier 1,Great Gully Solar Farm (formerly Delight Farm),RESRFP20-1,,,Solar,New,,"Great Gully Solar Farm, LLC",AES Distributed Energy,,,Central,"1,060",,SEQR,,,,,13160,Cayuga,NY,Central New York,Cancelled,2022,20,16.8,16.8,31052,37262,,,POINT (-76.69542 42.83245)
10/20/2022,Tier 1,Greene County 1,3257,26.91,,Solar,New,,Hecate Energy Greene 1 LLC,Hecate Energy,,,Hudson Valley,570,,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0619,,,,12051,Greene,NY,Capital Region,Under Development,2023,20,20,19,34280,34280,,,POINT (-73.80015 42.34806)
10/20/2022,Tier 1,Greene County 2,3257,26.91,,Solar,New,,Hecate Energy Greene 2 LLC,Hecate Energy,,,Hudson Valley,570,,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0619,,,,12051,Greene,NY,Capital Region,Under Development,2023,20,10,9.5,17139,17139,,,POINT (-73.80015 42.34806)
10/20/2022,Tier 1,Hannacroix Solar Facility,RESRFP18-1,22.00,,Solar,New,,Hannacroix Solar Facility LLC,Teichos Energy,,,Hudson Valley,"8,360",,SEQR,,,,,12087,Greene,NY,Capital Region,Under Development,2022,20,4.99,4.99,10342,12410,,,POINT (-73.8846 42.4361)
10/20/2022,Tier 1,Hatchery Solar,RESRFP20-1,,43.64,Solar,New,,Hatchery Solar LLC,Oriden Power,,,Central,932,,SEQR,,,,,14423,Livingston,NY,Finger Lakes,Cancelled,2025,20,19.99,19.99,40626,48751,,,POINT (-77.8533 42.97389)
10/20/2022,Tier 1,Hecate Energy Greene County 1,3257,26.91,,Solar,New,,Hecate Energy New York LLC,Hecate Energy,,,Hudson Valley,570,,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0617,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0619,,,12051,Greene,NY,Capital Region,Cancelled,2022,20,49.99,47.49,85699,85699,,,POINT (-73.80015 42.34806)
10/20/2022,Tier 1,"Heritage Wind, LLC",RESRFP18-1,,67.01,Land Based Wind,New,,Heritage Wind LLC,Apex Clean Energy,,,Genesee,571,,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00026,,,,14411,Orleans,NY,Finger Lakes,Under Development,2025,20,147,147,393100,471720,,,POINT (-78.19375 43.24607)
10/20/2022,Tier 1,High Bridge Wind and Battery,RESRFP18-1,,67.27,Land Based Wind,New,,"High Bridge Wind, LLC",Northland Power,5,20,Mohawk Valley,706,,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=18-f-0262,,,,13780,Chenango,NY,Southern Tier,Under Development,2025,20,99,99,308737,370484,,,POINT (-75.47306 42.42149)
10/20/2022,Tier 1,Highbanks Solar,RESRFP20-1,,41.77,Solar,New,,Highbanks Solar LLC,Oriden Power,,,Central,863,,SEQR,,,,,14510,Livingston,NY,Finger Lakes,Cancelled,2025,20,19.99,19.99,43603,52323,,,POINT (-77.8741 42.72573)
10/20/2022,Tier 1,Number Three Wind Farm,3257,,74.96,Land Based Wind,New,,Number Three Wind LLC,Invenergy,,,Mohawk Valley,531,,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=16-F-0328,,,,13367,Lewis,NY,North Country,Under Development,2022,20,103.9,105.8,278500,334200,,,POINT (-75.49047 43.78695)
10/20/2022,Tier 1,Orleans Solar,RESRFP20-1,,,Solar,New,,Orleans Solar LLC,Community Energy,,,Genesee,950,,ORES,,,,,14103,Orleans,NY,Finger Lakes,Cancelled,2024,20,200,200,381936,458323,,,POINT (-78.38691 43.22012)
10/20/2022,Tier 1,Prattsburgh Wind Farm,RESRFP19-1,,71.59,Land Based Wind,New,,"Prattsburgh Wind, LLC",Terra-Gen,,,Central,801,,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00749,,,,14873,Steuben,NY,Southern Tier,Under Development,2025,20,145,145,449651,539581,,,POINT (-77.28905 42.52343)
10/20/2022,Tier 1,Shepherd's Run Solar,RESRFP17-1,19.84,,Solar,New,,Hecate Energy Columbia County 1 LLC,Hecate Energy,,,Capital,644,,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-02553,,,,12521,Columbia,NY,Capital Region,Under Development,2024,20,60,57,105606,126727,,,POINT (-73.62149 42.15723)
10/20/2022,Maintenance,Black Brook Hydro_October 2021 Award,Tier 2 - Maintenance,,,Maintenance Hydroelectric,,,,,,,North,,,,,,,,12912,Clinton,NY,North Country,Operational,2021,3,,0.64,1851,1851,,,POINT (-73.67684 44.44009)
10/20/2022,OREC,Beacon Wind,ORECRFP20-1,,,Offshore Wind,New,,,Equinor Wind US LLC,,,,,,,,,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=68175,,,,,,Under Development,2028,25,1230,1230,,,6018100,,
10/20/2022,OREC,Empire Wind,ORECRFP18-1,,,Offshore Wind,New,,,Equinor Wind US LLC,,,,,,,,,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=65825&MNO=21-T-0366,https://www.permits.performance.gov/permitting-project/empire-wind-energy-project,,,,,Under Development,2026,25,816,816,,,4550000,,
10/20/2022,OREC,Empire Wind 2,ORECRFP20-1,,,Offshore Wind,New,,,Equinor Wind US LLC,,,,,,,,,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=22-T-0346&CaseSearch=Search,https://www.permits.performance.gov/permitting-project/empire-wind-energy-project,,,,,Under Development,2027,25,1260,1260,,,5765100,,
10/20/2022,OREC,Sunrise Wind,ORECRFP18-1,,,Offshore Wind,New,,,Orsted A/S and Eversource Energy,,,,,,,,,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?Mattercaseno=20-T-0617,https://www.permits.performance.gov/permitting-project/sunrise-wind-farm,,,,,Under Development,2026,25,924,924,,,4419800,,
10/20/2022,Tier 4,Champlain Hudson Power Express (CHPE),T4RFP21-1,,,https://chpexpress.com/,,,H.Q. Energy Services (U.S.) Inc.,"Transmission Developers, Inc. (backed by Blackstone) and Hydro-Qu�bec",,,,,,,,,,,,,,,Under Development,2026,25,,,,,,1250,
10/20/2022,Tier 4,Clean Path NY (CPNY),T4RFP21-1,,,https://www.cleanpathny.com/,,,Clean Path New York LLC,Forward Power (a joint venture of Invenergy and energyRe) and the New York Power Authority,1168,,,,,,,,,,,,,,Under Development,2027,25,,,,,,1300,
10/20/2022,Maintenance,Azure Mountain,RPS Maintenance,,,Maintenance Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,12980,Franklin,NY,North Country,Operational,2013,10,,0.8,2500,2500,,,POINT (-74.54633 44.67299)
10/20/2022,Maintenance,Finger Lakes,Tier 2 - Maintenance,,,Maintenance Hydroelectric,,,,,,,Central,,,,,,,,14850,Tompkins,NY,Southern Tier,Completed,2019,3,,0.15,625,625,,,POINT (-76.49546 42.44051)
10/20/2022,Maintenance,Kayuta Lake Hydro,Tier 2 - Maintenance,,,Maintenance Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,13338,Oneida,NY,Mohawk Valley,Completed,2018,3,,0.46,1897,1897,,,POINT (-75.20483 43.44104)
10/20/2022,Maintenance,Kayuta Lake Hydro _July 2021 Award,Tier 2 - Maintenance,,,Maintenance Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,13338,Oneida,NY,Mohawk Valley,Under Development,2022,3,,0.46,1681,1681,,,POINT (-75.20483 43.44104)
10/20/2022,Maintenance,Long Falls - Ampersand,Tier 2 - Maintenance,,,Maintenance Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,13619,Jefferson,NY,North Country,Under Development,,3,,0.33,,8006,,,POINT (-75.60618 43.98008)
10/20/2022,Maintenance,Lyons Falls Hydro,Tier 2 - Maintenance,,,Maintenance Hydroelectric,,,,,,,Mohawk Valley,,23570,,,,,,13368,Lewis,NY,North Country,Completed,2019,3,,8.59,42590,42590,,,POINT (-75.36537 43.61971)
10/20/2022,Non-Tier 1,"401 Fieldcrest Dr. Elmsford, NY 10523",2554,32.22,,Fuel Cell,,,,,,,Dunwoodie,,,,,,,,10523,Westchester,NY,Mid-Hudson,Operational,2015,10,0.8,0.76,6325,6325,,,POINT (-73.81937 41.05419)
10/20/2022,Non-Tier 1,Albany 1,1851,13.85,,Biogas - LFG,,,,,,,Capital,,323615,,,,,,12205,Albany,NY,Capital Region,Completed,2011,10,0.9,0.86,5625,5625,,,POINT (-73.80574 42.71547)
10/20/2022,Non-Tier 1,Albany 2,2226,14.95,,Biogas - LFG,,,,,,,Capital,,323615,,,,,,12205,Albany,NY,Capital Region,Completed,2012,10,3.2,3,22340,22340,,,POINT (-73.80574 42.71547)
10/20/2022,Non-Tier 1,Allens Falls,1037,8.50,,Hydroelectric,,,,,,,Mohawk Valley,,24042,,,,,,13676,St Lawrence,NY,North Country,Completed,2008,10,0.3,0.3,1523,1675,,,POINT (-74.98656 44.66987)
10/20/2022,Non-Tier 1,ATT Clean Energy Project - Rego Park,2554,29.95,,Fuel Cell,,,,,,,New York City,,,,,,,,11374,Queens,NY,New York City,Operational,2015,10,0.2,0.19,1264,1264,,,POINT (-73.86884 40.73194)
10/20/2022,Non-Tier 1,Black Brook,2226,25.00,,Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,12912,Clinton,NY,North Country,Completed,2011,10,0.64,0.61,1900,1900,,,POINT (-73.67684 44.44009)
10/20/2022,Non-Tier 1,Black River,2389,33.00,,Biomass,,,,,,,Mohawk Valley,,23780,,,,,,13602,Jefferson,NY,North Country,Operational,2013,10,43.26,41.1,324045,324045,,,POINT (-75.76748 44.03764)
10/20/2022,Non-Tier 1,Browns Falls,1037,8.00,,Hydroelectric,,,,,,,Mohawk Valley,,24044,,,,,,13670,St Lawrence,NY,North Country,Completed,2008,10,0.4,0.4,1161,1277,,,POINT (-75.07083 44.18332)
10/20/2022,Non-Tier 1,Browns Falls*,916,1.60,,Hydroelectric,,,,,,,Mohawk Valley,,,,,,,,13670,St Lawrence,NY,North Country,Completed,2006,1,,,978,1125,,,POINT (-75.07083 44.18332)
10/20/2022,Non-Tier 1,Burt Dam Incremental Hydro,3257,10.00,,Hydroelectric,Existing,Upgrade,,,,,West,,,,,,,,14028,Niagara,NY,Western New York,Operational,2016,19,0.09,0.08,324,324,,,POINT (-78.71228 43.31645)
10/20/2022,Non-Tier 1,Chautauqua LFGE,2226,25.00,,Biogas - LFG,,,,,,,West,,323629,,,,,,14701,Chautauqua,NY,Western New York,Completed,2011,10,8,2.11,11209,11209,,,POINT (-79.2378 42.09605)
10/20/2022,Non-Tier 1,Clinton Co.,2389,24.99,,Biogas - LFG,,,,,,,North,,,,,,,,12962,Clinton,NY,North Country,Completed,2012,10,6.4,1.28,6275,6275,,,POINT (-73.56636 44.69294)
10/20/2022,Non-Tier 1,Colton,1037,8.25,,Hydroelectric,,,,,,,Mohawk Valley,,24057,,,,,,13625,St Lawrence,NY,North Country,Completed,2008,10,0.7,0.7,4410,4851,,,POINT (-74.94156 44.55449)
10/20/2022,Non-Tier 1,Community Refuse LFG,2389,14.98,,Biogas - LFG,,,,,,,,,,,,,,,17257,,PA,,Completed,2012,10,6.4,6.08,47402,47402,,,POINT (-77.51692 40.05194)
10/20/2022,Non-Tier 1,DANC,2226,26.00,,Biogas - LFG,,,,,,,Mohawk Valley,,,,,,,,13682,Jefferson,NY,North Country,Completed,2011,10,4.8,4,19178,19178,,,POINT (-75.94078 43.85022)
10/20/2022,Non-Tier 1,Eagle,1037,9.00,,Hydroelectric,,,,,,,Mohawk Valley,,10063,,,,,,13327,Lewis,NY,North Country,Completed,2008,10,0.5,0.5,2892,3181,,,POINT (-75.39118 43.89781)
10/20/2022,Non-Tier 1,East Norfolk,1037,9.97,,Hydroelectric,,,,,,,Mohawk Valley,,24057,,,,,,13667,St Lawrence,NY,North Country,Completed,2008,10,0.9,0.9,5643,6207.3,,,POINT (-74.98356 44.80086)
10/20/2022,Non-Tier 1,Effley,1168,9.99,,Hydroelectric,,,,,,,Mohawk Valley,,24048,,,,,,13327,Lewis,NY,North Country,Completed,2009,10,0.3,0.3,1399,1399,,,POINT (-75.39118 43.89781)
10/20/2022,Non-Tier 1,Hardscrabble,1681,15.50,,Land Based Wind,,,,,,,Mohawk Valley,,,,,,,,13416,Herkimer,NY,Mohawk Valley,Completed,2011,10,74,43.7,121508,121508,,,POINT (-75.01815 43.19067)
10/20/2022,Non-Tier 1,Hardscrabble Wind Energy Project,1851,21.50,,Land Based Wind,,,,,,,Mohawk Valley,,,,,,,,13416,Herkimer,NY,Mohawk Valley,Completed,2011,10,0,26.64,74141,74141,,,POINT (-75.01815 43.19067)
10/20/2022,Non-Tier 1,Henkel US Operations Corp - Geneva Facility,2554,24.00,,Land Based Wind,,,,,,,Central,,,,,,,,14456,Ontario,NY,Finger Lakes,Operational,2013,10,3.3,3.14,3847,3847,,,POINT (-76.98218 42.86642)
10/20/2022,Non-Tier 1,High Falls,1168,20.00,,Hydroelectric,,,,,,,,,,,,,,,J0X2L,,Qu�bec,,Completed,2009,10,14.7,14,26410,26410,,,
10/20/2022,Non-Tier 1,High Sheldon,1851,18.50,,Land Based Wind,,,,,,,West,,,,,,,,14145,Wyoming,NY,Finger Lakes,Completed,2012,10,112.5,106.9,228200,228200,,,POINT (-78.44801 42.70145)
10/20/2022,Non-Tier 1,Higley Falls,1037,9.95,,Hydroelectric,,,,,,,Mohawk Valley,,24057,,,,,,13625,St Lawrence,NY,North Country,Completed,2008,10,1.9,1.9,10589,11648,,,POINT (-74.94156 44.55449)
10/20/2022,Non-Tier 1,Higley Falls*,916,2.49,,Hydroelectric,,,,,,,Mohawk Valley,,24057,,,,,,13625,St Lawrence,NY,North Country,Completed,2006,1,,,8917,10255,,,POINT (-74.94156 44.55449)
10/20/2022,Non-Tier 1,Howard,2226,17.50,,Land Based Wind,,,,,,,Central,,323690,,,,,,14823,Steuben,NY,Southern Tier,Completed,2012,10,51.25,46.13,115184,115184,,,POINT (-77.60504 42.27)
10/20/2022,Non-Tier 1,Howard (Expansion),2389,28.50,,Land Based Wind,,,,,,,Central,,323690,,,,,,14823,Steuben,NY,Southern Tier,Operational,2013,10,4.1,3.9,9849,9849,,,POINT (-77.60504 42.27)
10/20/2022,Non-Tier 1,Howard*,2554,37.00,,Land Based Wind,,,,,,,Central,,323690,,,,,,14823,Steuben,NY,Southern Tier,Operational,2013,10,,2.55,6359,6359,,,POINT (-77.60504 42.27)
10/20/2022,Non-Tier 1,Hyland LFGE,2226,20.49,,Biogas - LFG,,,,,,,Genesee,,,,,,,,14709,Allegany,NY,Western New York,Completed,2011,10,4.8,2.2,15396,15396,,,POINT (-78.02061 42.30738)
10/20/2022,Non-Tier 1,Locust Ridge,2389,16.98,,Land Based Wind,,,,,,,Central,,PJM,,,,,,19087,Steuben,PA,Southern Tier,Completed,2012,10,26,24.7,54093,54093,,,POINT (-75.39125 40.0455)
10/20/2022,Non-Tier 1,Marble River,2226,20.44,,Land Based Wind,,,,,,,North,,323696,,,,,,12923,Clinton,NY,North Country,Operational,2012,10,215.25,204.49,581510,581510,,,POINT (-73.9322 44.95524)
10/20/2022,Non-Tier 1,Marsh Hill,2554,36.95,,Land Based Wind,,,,,,,Central,,323713,,,,,,14855,Steuben,NY,Southern Tier,Operational,2014,10,16.2,15.39,52526,52526,,,POINT (-77.50328 42.12147)
10/20/2022,Non-Tier 1,Mechanicville,1851,17.50,,Hydroelectric,,,,,,,Capital,,,,,,,,12118,Saratoga,NY,Capital Region,Completed,2011,10,4.5,4.28,19000,19000,,,POINT (-73.68506 42.90448)
10/20/2022,Non-Tier 1,Mill Street Dam,2389,20.25,,Hydroelectric,,,,,,,Central,,,,,,,,13021,Cayuga,NY,Central New York,Operational,2014,10,0.22,0.23,986,986,,,
10/20/2022,Non-Tier 1,Norfolk,1037,9.96,,Hydroelectric,,,,,,,Mohawk Valley,,24057,,,,,,13667,St Lawrence,NY,North Country,Completed,2008,10,1.5,1.5,6822,7504,,,POINT (-74.98356 44.80086)
10/20/2022,Non-Tier 1,Norwood,1037,9.99,,Hydroelectric,,,,,,,Mohawk Valley,,24057,,,,,,13668,St Lawrence,NY,North Country,Completed,2008,10,0.5,0.5,4207,4628,,,POINT (-74.99419 44.75155)
